FlightId,AirRouteId,DepartureTime,ArrivalTime,IsDeleted
435,427,2023-08-20 20:07:43,2023-08-20 22:07:43,0
436,18,2023-08-26 14:05:58,2023-08-26 18:05:58,0
437,448,2023-07-18 21:54:37,2023-07-19 00:54:37,0
438,667,2023-07-22 04:28:55,2023-07-22 09:28:55,0
439,490,2023-10-21 17:14:05,2023-10-21 22:14:05,0
440,982,2023-07-02 16:03:21,2023-07-02 17:03:21,0
441,816,2023-08-02 07:26:31,2023-08-02 08:26:31,0
442,349,2023-07-13 06:32:52,2023-07-13 09:32:52,0
443,411,2023-09-30 04:59:56,2023-09-30 07:59:56,0
444,508,2023-08-29 16:15:07,2023-08-29 17:15:07,0
445,204,2023-12-01 21:58:48,2023-12-02 01:58:48,0
446,665,2023-08-18 01:56:48,2023-08-18 02:56:48,0
447,172,2023-09-01 13:01:59,2023-09-01 17:01:59,0
448,859,2023-10-13 03:39:26,2023-10-13 08:39:26,0
449,570,2023-09-07 09:32:48,2023-09-07 10:32:48,0
450,165,2023-07-21 16:48:28,2023-07-21 19:48:28,0
451,675,2023-09-15 12:59:03,2023-09-15 13:59:03,0
452,644,2023-10-08 09:15:36,2023-10-08 14:15:36,0
453,945,2023-10-21 21:58:00,2023-10-21 23:58:00,0
454,518,2023-09-10 11:44:12,2023-09-10 14:44:12,0
455,643,2023-09-06 04:40:10,2023-09-06 07:40:10,0
456,381,2023-07-21 02:22:27,2023-07-21 06:22:27,0
457,188,2023-09-24 12:00:45,2023-09-24 13:00:45,0
458,181,2023-08-12 10:24:51,2023-08-12 13:24:51,0
459,146,2023-12-27 07:08:18,2023-12-27 10:08:18,0
460,60,2023-10-07 04:55:54,2023-10-07 05:55:54,0
461,317,2023-10-17 12:20:05,2023-10-17 13:20:05,0
462,929,2023-07-23 01:14:44,2023-07-23 02:14:44,0
463,956,2023-09-27 04:32:30,2023-09-27 09:32:30,0
464,418,2023-10-27 20:04:25,2023-10-27 23:04:25,0
465,92,2023-09-25 22:55:41,2023-09-26 03:55:41,0
466,400,2023-06-20 20:47:56,2023-06-21 00:47:56,0
467,189,2023-09-26 16:51:31,2023-09-26 19:51:31,0
468,272,2023-10-03 20:57:04,2023-10-04 01:57:04,0
469,800,2023-11-15 12:26:14,2023-11-15 17:26:14,0
470,235,2023-07-31 12:07:10,2023-07-31 13:07:10,0
471,418,2023-07-30 20:19:13,2023-07-30 22:19:13,0
472,562,2023-11-14 09:17:16,2023-11-14 11:17:16,0
473,822,2023-07-18 21:08:36,2023-07-19 02:08:36,0
474,522,2023-10-18 18:32:56,2023-10-18 22:32:56,0
475,948,2023-11-24 16:58:27,2023-11-24 18:58:27,0
476,169,2023-09-08 23:19:25,2023-09-09 02:19:25,0
477,224,2023-07-21 00:46:48,2023-07-21 01:46:48,0
478,258,2023-07-08 09:41:30,2023-07-08 14:41:30,0
479,965,2023-12-18 15:51:28,2023-12-18 18:51:28,0
480,357,2023-11-24 09:38:13,2023-11-24 14:38:13,0
481,612,2023-09-15 14:48:52,2023-09-15 19:48:52,0
482,409,2023-11-26 04:28:25,2023-11-26 08:28:25,0
483,244,2023-08-21 06:48:23,2023-08-21 08:48:23,0
484,680,2023-11-24 08:18:04,2023-11-24 10:18:04,0
485,305,2023-12-16 17:11:11,2023-12-16 19:11:11,0
486,420,2023-10-17 23:05:18,2023-10-18 04:05:18,0
487,488,2023-07-10 16:06:53,2023-07-10 20:06:53,0
488,347,2023-07-13 16:18:24,2023-07-13 20:18:24,0
489,931,2023-07-20 11:09:02,2023-07-20 16:09:02,0
490,646,2023-08-12 02:55:39,2023-08-12 07:55:39,0
491,844,2023-11-05 13:42:01,2023-11-05 15:42:01,0
492,142,2023-10-10 05:20:34,2023-10-10 10:20:34,0
493,469,2023-07-02 06:50:28,2023-07-02 08:50:28,0
494,381,2023-12-30 00:24:13,2023-12-30 03:24:13,0
495,318,2023-12-10 07:39:14,2023-12-10 09:39:14,0
496,463,2023-10-06 04:45:36,2023-10-06 07:45:36,0
497,313,2023-10-12 17:19:46,2023-10-12 21:19:46,0
498,273,2023-10-24 14:15:42,2023-10-24 17:15:42,0
499,862,2023-09-02 21:49:23,2023-09-03 00:49:23,0
500,239,2023-11-23 14:45:49,2023-11-23 18:45:49,0
501,984,2023-08-10 20:14:05,2023-08-10 21:14:05,0
502,664,2023-09-26 21:39:12,2023-09-26 23:39:12,0
503,115,2023-07-15 06:08:07,2023-07-15 10:08:07,0
504,967,2023-09-23 20:19:39,2023-09-23 22:19:39,0
505,784,2023-11-19 05:04:29,2023-11-19 10:04:29,0
506,941,2023-08-16 14:23:39,2023-08-16 18:23:39,0
507,331,2023-08-15 07:59:52,2023-08-15 10:59:52,0
508,172,2023-10-12 01:19:37,2023-10-12 04:19:37,0
509,25,2023-08-01 04:26:08,2023-08-01 06:26:08,0
510,636,2023-12-23 13:34:16,2023-12-23 17:34:16,0
511,411,2023-10-06 11:09:00,2023-10-06 16:09:00,0
512,889,2023-10-02 03:16:05,2023-10-02 05:16:05,0
513,304,2023-07-08 04:52:56,2023-07-08 07:52:56,0
514,423,2023-12-28 02:10:48,2023-12-28 06:10:48,0
515,776,2023-07-07 10:41:29,2023-07-07 15:41:29,0
516,837,2023-08-22 06:51:00,2023-08-22 11:51:00,0
517,588,2023-07-23 06:58:34,2023-07-23 08:58:34,0
518,649,2023-12-18 19:25:38,2023-12-18 20:25:38,0
519,244,2023-11-16 05:06:38,2023-11-16 06:06:38,0
520,589,2023-06-16 21:18:02,2023-06-17 01:18:02,0
521,691,2023-10-08 21:15:24,2023-10-09 01:15:24,0
522,443,2023-08-18 09:15:12,2023-08-18 10:15:12,0
523,132,2023-10-11 04:32:55,2023-10-11 06:32:55,0
524,34,2023-08-07 12:55:30,2023-08-07 14:55:30,0
525,249,2023-08-05 01:32:01,2023-08-05 03:32:01,0
526,822,2023-10-07 00:35:20,2023-10-07 02:35:20,0
527,932,2023-11-08 19:13:51,2023-11-08 22:13:51,0
528,736,2023-12-23 07:50:47,2023-12-23 11:50:47,0
529,499,2023-11-15 16:20:03,2023-11-15 18:20:03,0
530,756,2023-11-26 23:56:02,2023-11-27 00:56:02,0
531,921,2023-08-21 13:30:38,2023-08-21 15:30:38,0
532,477,2023-11-09 03:02:08,2023-11-09 07:02:08,0
533,34,2023-11-19 08:08:51,2023-11-19 09:08:51,0
534,718,2023-06-25 07:43:24,2023-06-25 11:43:24,0
535,281,2023-06-14 04:56:47,2023-06-14 09:56:47,0
536,433,2023-10-18 18:39:17,2023-10-18 19:39:17,0
537,585,2023-10-16 05:11:29,2023-10-16 07:11:29,0
538,421,2023-09-30 01:34:11,2023-09-30 04:34:11,0
539,238,2023-12-18 04:49:24,2023-12-18 09:49:24,0
540,62,2023-09-26 21:33:02,2023-09-26 23:33:02,0
541,899,2023-08-06 13:17:22,2023-08-06 14:17:22,0
542,300,2023-06-21 23:34:04,2023-06-22 04:34:04,0
543,85,2023-11-15 14:19:37,2023-11-15 17:19:37,0
544,610,2023-06-20 21:05:33,2023-06-20 22:05:33,0
545,621,2023-08-16 01:19:48,2023-08-16 06:19:48,0
546,267,2023-07-04 05:58:20,2023-07-04 07:58:20,0
547,220,2023-11-15 06:47:01,2023-11-15 11:47:01,0
548,855,2023-09-16 16:03:58,2023-09-16 20:03:58,0
549,72,2023-11-19 09:29:43,2023-11-19 13:29:43,0
550,404,2023-10-25 15:28:56,2023-10-25 20:28:56,0
551,858,2023-10-25 14:42:54,2023-10-25 15:42:54,0
552,565,2023-12-11 13:27:43,2023-12-11 16:27:43,0
553,115,2023-12-17 13:20:06,2023-12-17 16:20:06,0
554,310,2023-07-11 21:55:07,2023-07-12 01:55:07,0
555,616,2023-06-18 04:47:15,2023-06-18 09:47:15,0
556,984,2023-12-07 23:06:55,2023-12-08 04:06:55,0
557,827,2023-06-24 11:37:25,2023-06-24 13:37:25,0
558,385,2023-08-20 12:41:24,2023-08-20 15:41:24,0
559,459,2023-08-06 07:11:24,2023-08-06 11:11:24,0
560,806,2023-07-21 08:40:44,2023-07-21 12:40:44,0
561,85,2023-12-19 07:16:10,2023-12-19 12:16:10,0
562,50,2023-12-30 22:24:07,2023-12-31 01:24:07,0
563,89,2023-12-16 10:19:23,2023-12-16 11:19:23,0
564,818,2023-09-14 10:33:07,2023-09-14 12:33:07,0
565,704,2023-08-06 08:55:47,2023-08-06 09:55:47,0
566,653,2023-08-30 19:28:05,2023-08-30 23:28:05,0
567,555,2023-09-30 09:08:45,2023-09-30 13:08:45,0
568,354,2023-06-23 15:00:40,2023-06-23 18:00:40,0
569,281,2023-11-10 21:22:19,2023-11-11 02:22:19,0
570,397,2023-09-11 05:54:02,2023-09-11 07:54:02,0
571,217,2023-11-29 19:19:52,2023-11-29 23:19:52,0
572,59,2023-09-28 00:17:28,2023-09-28 03:17:28,0
573,231,2023-08-17 06:37:35,2023-08-17 11:37:35,0
574,969,2023-06-16 09:19:15,2023-06-16 14:19:15,0
575,794,2023-10-01 08:28:53,2023-10-01 11:28:53,0
576,172,2023-08-27 19:41:11,2023-08-27 23:41:11,0
577,723,2023-07-15 05:37:28,2023-07-15 08:37:28,0
578,395,2023-06-19 03:14:10,2023-06-19 04:14:10,0
579,865,2023-08-10 09:18:32,2023-08-10 11:18:32,0
580,984,2023-12-29 03:29:00,2023-12-29 07:29:00,0
581,931,2023-10-05 18:05:21,2023-10-05 23:05:21,0
582,48,2023-11-17 09:13:08,2023-11-17 14:13:08,0
583,828,2023-12-03 05:14:36,2023-12-03 09:14:36,0
584,989,2023-06-14 06:07:06,2023-06-14 07:07:06,0
585,468,2023-12-10 20:32:01,2023-12-11 00:32:01,0
586,405,2023-07-22 17:36:42,2023-07-22 21:36:42,0
587,455,2023-09-19 07:06:03,2023-09-19 09:06:03,0
588,104,2023-08-03 13:34:23,2023-08-03 17:34:23,0
589,963,2023-12-10 04:54:09,2023-12-10 06:54:09,0
590,528,2023-12-01 16:08:29,2023-12-01 19:08:29,0
591,240,2023-08-09 09:15:35,2023-08-09 13:15:35,0
592,968,2023-11-30 01:19:49,2023-11-30 05:19:49,0
593,231,2023-09-22 08:27:58,2023-09-22 10:27:58,0
594,30,2023-06-17 05:21:31,2023-06-17 06:21:31,0
595,398,2023-12-05 12:50:55,2023-12-05 14:50:55,0
596,139,2023-09-06 01:00:21,2023-09-06 05:00:21,0
597,989,2023-09-21 09:28:27,2023-09-21 11:28:27,0
598,455,2023-07-17 10:48:13,2023-07-17 14:48:13,0
599,317,2023-08-20 10:01:13,2023-08-20 12:01:13,0
600,497,2023-07-28 13:28:59,2023-07-28 14:28:59,0
601,57,2023-07-09 00:53:51,2023-07-09 04:53:51,0
602,907,2023-10-10 20:53:16,2023-10-11 01:53:16,0
603,5,2023-12-19 07:12:20,2023-12-19 12:12:20,0
604,859,2023-11-23 07:37:27,2023-11-23 10:37:27,0
605,387,2023-11-17 20:42:43,2023-11-18 00:42:43,0
606,855,2023-07-09 15:12:54,2023-07-09 20:12:54,0
607,849,2023-09-29 01:53:32,2023-09-29 05:53:32,0
608,590,2023-06-23 11:47:12,2023-06-23 12:47:12,0
609,945,2023-11-28 12:32:43,2023-11-28 17:32:43,0
610,15,2023-11-07 22:29:48,2023-11-08 00:29:48,0
611,82,2023-07-07 17:27:13,2023-07-07 21:27:13,0
612,601,2023-08-09 12:52:24,2023-08-09 14:52:24,0
613,87,2023-06-22 07:42:14,2023-06-22 11:42:14,0
614,59,2023-07-23 02:26:48,2023-07-23 07:26:48,0
615,108,2023-08-14 06:37:45,2023-08-14 09:37:45,0
616,206,2023-08-08 07:42:21,2023-08-08 09:42:21,0
617,447,2023-08-31 19:41:02,2023-09-01 00:41:02,0
618,643,2023-09-16 08:02:10,2023-09-16 13:02:10,0
619,637,2023-11-07 03:44:46,2023-11-07 06:44:46,0
620,916,2023-11-20 03:04:57,2023-11-20 08:04:57,0
621,56,2023-11-18 22:48:11,2023-11-19 00:48:11,0
622,738,2023-12-28 14:47:16,2023-12-28 19:47:16,0
623,486,2023-12-25 20:10:14,2023-12-26 00:10:14,0
624,639,2023-12-05 04:37:04,2023-12-05 08:37:04,0
625,20,2023-09-25 20:39:44,2023-09-26 00:39:44,0
626,170,2023-10-26 05:22:34,2023-10-26 10:22:34,0
627,694,2023-06-19 16:39:46,2023-06-19 21:39:46,0
628,568,2023-09-12 18:12:42,2023-09-12 19:12:42,0
629,306,2023-07-04 08:20:43,2023-07-04 11:20:43,0
630,863,2023-07-16 08:44:00,2023-07-16 09:44:00,0
631,119,2023-07-07 07:37:09,2023-07-07 08:37:09,0
632,979,2023-11-10 14:49:59,2023-11-10 18:49:59,0
633,635,2023-08-04 12:11:50,2023-08-04 14:11:50,0
634,754,2023-12-15 21:57:20,2023-12-16 00:57:20,0
635,779,2023-07-19 15:36:08,2023-07-19 20:36:08,0
636,574,2023-09-28 05:26:36,2023-09-28 06:26:36,0
637,736,2023-09-22 08:35:52,2023-09-22 09:35:52,0
638,274,2023-06-29 13:45:02,2023-06-29 14:45:02,0
639,363,2023-08-11 23:36:38,2023-08-12 01:36:38,0
640,804,2023-09-23 13:14:19,2023-09-23 16:14:19,0
641,760,2023-10-10 05:09:06,2023-10-10 09:09:06,0
642,359,2023-07-03 21:26:10,2023-07-04 00:26:10,0
643,958,2023-09-10 13:03:35,2023-09-10 16:03:35,0
644,913,2023-10-20 18:34:45,2023-10-20 20:34:45,0
645,885,2023-07-14 21:27:24,2023-07-15 01:27:24,0
646,487,2023-07-04 10:22:03,2023-07-04 11:22:03,0
647,953,2023-09-06 07:00:04,2023-09-06 08:00:04,0
648,332,2023-12-21 15:57:27,2023-12-21 17:57:27,0
649,781,2023-07-20 13:07:14,2023-07-20 14:07:14,0
650,401,2023-07-13 05:31:02,2023-07-13 09:31:02,0
651,214,2023-11-01 05:06:39,2023-11-01 09:06:39,0
652,879,2023-11-25 02:43:34,2023-11-25 07:43:34,0
653,616,2023-12-23 23:22:57,2023-12-24 04:22:57,0
654,901,2023-07-25 22:56:24,2023-07-25 23:56:24,0
655,961,2023-11-30 03:21:58,2023-11-30 04:21:58,0
656,631,2023-07-12 15:31:59,2023-07-12 18:31:59,0
657,952,2023-07-11 14:54:10,2023-07-11 18:54:10,0
658,661,2023-11-13 09:37:44,2023-11-13 11:37:44,0
659,269,2023-12-20 02:07:52,2023-12-20 07:07:52,0
660,742,2023-09-15 02:35:45,2023-09-15 03:35:45,0
661,755,2023-08-05 19:21:08,2023-08-05 22:21:08,0
662,136,2023-11-06 04:13:38,2023-11-06 07:13:38,0
663,801,2023-07-26 18:59:25,2023-07-26 23:59:25,0
664,690,2023-10-23 06:37:28,2023-10-23 07:37:28,0
665,826,2023-12-19 16:44:35,2023-12-19 21:44:35,0
666,414,2023-12-14 05:04:42,2023-12-14 10:04:42,0
667,802,2023-08-22 22:07:58,2023-08-22 23:07:58,0
668,708,2023-12-28 16:48:34,2023-12-28 21:48:34,0
669,918,2023-06-15 22:14:28,2023-06-16 01:14:28,0
670,258,2023-09-13 01:00:32,2023-09-13 04:00:32,0
671,890,2023-11-15 22:28:41,2023-11-15 23:28:41,0
672,88,2023-09-09 15:43:36,2023-09-09 19:43:36,0
673,899,2023-12-15 21:34:57,2023-12-15 22:34:57,0
674,745,2023-07-17 20:50:18,2023-07-18 01:50:18,0
675,678,2023-06-15 18:38:52,2023-06-15 23:38:52,0
676,67,2023-07-18 08:31:22,2023-07-18 09:31:22,0
677,853,2023-11-30 02:03:40,2023-11-30 04:03:40,0
678,353,2023-10-25 05:06:30,2023-10-25 06:06:30,0
679,714,2023-07-02 06:10:50,2023-07-02 11:10:50,0
680,585,2023-12-18 04:58:35,2023-12-18 05:58:35,0
681,180,2023-12-29 10:25:28,2023-12-29 11:25:28,0
682,664,2023-07-06 00:00:33,2023-07-06 03:00:33,0
683,228,2023-12-27 16:31:27,2023-12-27 21:31:27,0
684,68,2023-12-26 22:58:50,2023-12-27 00:58:50,0
685,100,2023-11-01 18:55:16,2023-11-01 20:55:16,0
686,441,2023-10-23 16:01:34,2023-10-23 20:01:34,0
687,953,2023-11-10 04:39:16,2023-11-10 07:39:16,0
688,897,2023-06-23 03:11:45,2023-06-23 08:11:45,0
689,891,2023-07-08 15:31:43,2023-07-08 19:31:43,0
690,644,2023-08-11 21:52:09,2023-08-12 00:52:09,0
691,862,2023-08-22 21:14:37,2023-08-22 22:14:37,0
692,611,2023-09-15 09:26:17,2023-09-15 12:26:17,0
693,975,2023-12-07 05:39:09,2023-12-07 06:39:09,0
694,364,2023-10-31 12:40:34,2023-10-31 17:40:34,0
695,395,2023-06-30 17:47:54,2023-06-30 18:47:54,0
696,74,2023-07-23 12:32:23,2023-07-23 15:32:23,0
697,865,2023-07-07 03:24:59,2023-07-07 07:24:59,0
698,375,2023-11-04 17:50:27,2023-11-04 21:50:27,0
699,616,2023-11-13 01:54:30,2023-11-13 02:54:30,0
700,331,2023-08-14 06:48:21,2023-08-14 08:48:21,0
701,558,2023-07-15 19:23:46,2023-07-16 00:23:46,0
702,719,2023-11-12 04:39:23,2023-11-12 08:39:23,0
703,872,2023-07-14 10:48:02,2023-07-14 14:48:02,0
704,535,2023-07-06 20:19:46,2023-07-07 00:19:46,0
705,375,2023-07-08 17:05:31,2023-07-08 18:05:31,0
706,190,2023-07-23 20:18:02,2023-07-23 21:18:02,0
707,883,2023-09-27 21:44:08,2023-09-28 00:44:08,0
708,668,2023-09-01 09:59:21,2023-09-01 14:59:21,0
709,801,2023-07-01 19:02:31,2023-07-01 20:02:31,0
710,202,2023-10-18 16:30:49,2023-10-18 20:30:49,0
711,493,2023-12-03 15:07:39,2023-12-03 18:07:39,0
712,716,2023-07-04 03:44:20,2023-07-04 08:44:20,0
713,760,2023-11-27 09:47:38,2023-11-27 13:47:38,0
714,695,2023-12-02 23:15:23,2023-12-03 03:15:23,0
715,705,2023-07-01 09:08:03,2023-07-01 14:08:03,0
716,199,2023-10-06 21:16:50,2023-10-07 01:16:50,0
717,139,2023-08-12 12:07:42,2023-08-12 16:07:42,0
718,753,2023-11-19 20:29:50,2023-11-20 01:29:50,0
719,171,2023-09-08 11:30:40,2023-09-08 12:30:40,0
720,874,2023-06-18 07:02:52,2023-06-18 11:02:52,0
721,690,2023-11-29 06:04:27,2023-11-29 09:04:27,0
722,250,2023-11-03 15:59:02,2023-11-03 20:59:02,0
723,653,2023-08-18 01:59:12,2023-08-18 02:59:12,0
724,832,2023-07-06 03:16:39,2023-07-06 05:16:39,0
725,8,2023-07-23 06:08:37,2023-07-23 10:08:37,0
726,270,2023-09-22 07:47:16,2023-09-22 12:47:16,0
727,596,2023-12-30 10:14:00,2023-12-30 14:14:00,0
728,87,2023-10-24 14:52:07,2023-10-24 17:52:07,0
729,404,2023-08-19 20:21:55,2023-08-19 22:21:55,0
730,804,2023-07-18 02:07:08,2023-07-18 03:07:08,0
731,350,2023-08-20 23:13:07,2023-08-21 02:13:07,0
732,533,2023-06-15 05:56:55,2023-06-15 09:56:55,0
733,817,2023-07-18 06:34:48,2023-07-18 07:34:48,0
734,957,2023-12-30 01:12:53,2023-12-30 06:12:53,0
735,53,2023-10-05 17:57:30,2023-10-05 19:57:30,0
736,786,2023-12-22 02:27:43,2023-12-22 03:27:43,0
737,765,2023-10-12 12:54:27,2023-10-12 16:54:27,0
738,520,2023-12-21 17:43:36,2023-12-21 22:43:36,0
739,248,2023-09-14 05:34:03,2023-09-14 09:34:03,0
740,763,2023-09-22 06:33:18,2023-09-22 08:33:18,0
741,182,2023-06-19 04:56:53,2023-06-19 09:56:53,0
742,9,2023-08-08 00:10:43,2023-08-08 04:10:43,0
743,786,2023-11-06 11:04:29,2023-11-06 13:04:29,0
744,172,2023-06-27 06:20:31,2023-06-27 08:20:31,0
745,916,2023-06-27 01:01:49,2023-06-27 02:01:49,0
746,646,2023-11-03 20:55:06,2023-11-03 23:55:06,0
747,832,2023-06-24 02:12:37,2023-06-24 04:12:37,0
748,49,2023-11-05 18:27:58,2023-11-05 21:27:58,0
749,972,2023-08-12 07:28:46,2023-08-12 09:28:46,0
750,82,2023-07-20 17:39:13,2023-07-20 19:39:13,0
751,543,2023-12-09 19:21:12,2023-12-09 23:21:12,0
752,870,2023-11-13 07:36:01,2023-11-13 10:36:01,0
753,892,2023-09-21 08:40:04,2023-09-21 13:40:04,0
754,250,2023-09-15 20:39:38,2023-09-15 22:39:38,0
755,299,2023-12-16 06:35:45,2023-12-16 09:35:45,0
756,184,2023-07-18 01:48:59,2023-07-18 05:48:59,0
757,238,2023-11-24 11:02:09,2023-11-24 14:02:09,0
758,389,2023-12-02 02:01:20,2023-12-02 06:01:20,0
759,908,2023-11-04 08:31:15,2023-11-04 09:31:15,0
760,905,2023-12-22 20:58:29,2023-12-23 01:58:29,0
761,423,2023-06-22 21:08:41,2023-06-22 22:08:41,0
762,481,2023-12-20 16:47:29,2023-12-20 19:47:29,0
763,105,2023-07-01 11:36:34,2023-07-01 12:36:34,0
764,753,2023-08-02 18:58:26,2023-08-02 20:58:26,0
765,249,2023-10-29 18:02:26,2023-10-29 22:02:26,0
766,464,2023-09-01 14:12:09,2023-09-01 15:12:09,0
767,135,2023-08-28 04:06:46,2023-08-28 05:06:46,0
768,300,2023-10-01 20:02:00,2023-10-01 21:02:00,0
769,79,2023-12-27 13:37:39,2023-12-27 18:37:39,0
770,273,2023-11-25 15:46:29,2023-11-25 17:46:29,0
771,462,2023-08-29 17:32:39,2023-08-29 20:32:39,0
772,425,2023-12-25 05:03:54,2023-12-25 10:03:54,0
773,676,2023-10-10 05:25:14,2023-10-10 06:25:14,0
774,838,2023-11-20 01:28:47,2023-11-20 03:28:47,0
775,170,2023-07-03 13:36:02,2023-07-03 16:36:02,0
776,134,2023-07-08 08:59:35,2023-07-08 11:59:35,0
777,611,2023-07-07 13:25:17,2023-07-07 18:25:17,0
778,601,2023-11-11 07:04:14,2023-11-11 08:04:14,0
779,462,2023-08-24 15:09:17,2023-08-24 18:09:17,0
780,773,2023-12-21 06:17:52,2023-12-21 08:17:52,0
781,110,2023-10-15 11:13:21,2023-10-15 14:13:21,0
782,514,2023-09-09 04:14:03,2023-09-09 09:14:03,0
783,840,2023-06-24 14:50:30,2023-06-24 16:50:30,0
784,883,2023-07-20 23:14:50,2023-07-21 01:14:50,0
785,661,2023-07-14 07:44:36,2023-07-14 08:44:36,0
786,151,2023-07-25 14:17:38,2023-07-25 15:17:38,0
787,258,2023-11-16 14:56:37,2023-11-16 16:56:37,0
788,31,2023-11-26 15:23:18,2023-11-26 20:23:18,0
789,869,2023-10-24 09:04:14,2023-10-24 14:04:14,0
790,338,2023-08-10 03:05:37,2023-08-10 07:05:37,0
791,816,2023-12-15 05:27:13,2023-12-15 06:27:13,0
792,680,2023-11-02 10:43:21,2023-11-02 12:43:21,0
793,638,2023-11-15 16:15:25,2023-11-15 19:15:25,0
794,765,2023-10-01 07:09:25,2023-10-01 10:09:25,0
795,88,2023-10-25 07:51:51,2023-10-25 09:51:51,0
796,113,2023-12-27 19:43:27,2023-12-27 20:43:27,0
797,975,2023-08-29 01:02:15,2023-08-29 03:02:15,0
798,14,2023-08-03 05:39:33,2023-08-03 08:39:33,0
799,114,2023-09-27 05:19:43,2023-09-27 08:19:43,0
800,823,2023-07-29 19:19:03,2023-07-30 00:19:03,0
801,853,2023-11-06 07:59:24,2023-11-06 10:59:24,0
802,606,2023-12-07 03:17:07,2023-12-07 07:17:07,0
803,339,2023-12-21 20:35:28,2023-12-21 23:35:28,0
804,934,2023-11-03 14:54:01,2023-11-03 17:54:01,0
805,746,2023-10-21 00:56:45,2023-10-21 05:56:45,0
806,47,2023-09-09 22:44:33,2023-09-10 03:44:33,0
807,500,2023-09-14 21:42:57,2023-09-15 00:42:57,0
808,202,2023-09-13 20:33:58,2023-09-14 01:33:58,0
809,868,2023-08-05 11:53:58,2023-08-05 12:53:58,0
810,476,2023-09-25 00:40:49,2023-09-25 01:40:49,0
811,542,2023-12-23 01:57:55,2023-12-23 04:57:55,0
812,771,2023-07-31 23:10:37,2023-08-01 04:10:37,0
813,949,2023-11-15 21:41:47,2023-11-16 00:41:47,0
814,987,2023-11-10 03:55:05,2023-11-10 08:55:05,0
815,370,2023-11-14 12:45:37,2023-11-14 13:45:37,0
816,429,2023-11-14 18:29:41,2023-11-14 20:29:41,0
817,491,2023-08-28 08:04:42,2023-08-28 09:04:42,0
818,939,2023-08-07 21:27:38,2023-08-07 22:27:38,0
819,172,2023-12-25 11:10:38,2023-12-25 13:10:38,0
820,472,2023-11-11 03:50:49,2023-11-11 05:50:49,0
821,543,2023-10-05 14:23:14,2023-10-05 18:23:14,0
822,992,2023-09-28 20:53:12,2023-09-29 00:53:12,0
823,448,2023-06-29 15:09:08,2023-06-29 20:09:08,0
824,982,2023-08-20 06:16:34,2023-08-20 11:16:34,0
825,179,2023-07-03 22:57:02,2023-07-04 02:57:02,0
826,481,2023-10-03 06:43:12,2023-10-03 08:43:12,0
827,222,2023-10-28 05:54:37,2023-10-28 06:54:37,0
828,102,2023-06-29 19:05:00,2023-06-29 23:05:00,0
829,519,2023-11-17 23:44:10,2023-11-18 04:44:10,0
830,162,2023-09-09 08:20:47,2023-09-09 09:20:47,0
831,489,2023-12-23 14:17:14,2023-12-23 19:17:14,0
832,393,2023-08-25 16:55:21,2023-08-25 21:55:21,0
833,807,2023-07-18 15:08:13,2023-07-18 16:08:13,0
834,563,2023-12-17 00:16:17,2023-12-17 01:16:17,0
835,531,2023-08-31 17:18:04,2023-08-31 20:18:04,0
836,175,2023-08-21 23:19:18,2023-08-22 02:19:18,0
837,111,2023-08-24 12:47:22,2023-08-24 16:47:22,0
838,847,2023-09-06 23:29:10,2023-09-07 00:29:10,0
839,809,2023-08-29 08:27:51,2023-08-29 09:27:51,0
840,915,2023-11-23 02:50:57,2023-11-23 03:50:57,0
841,731,2023-10-25 19:29:45,2023-10-25 20:29:45,0
842,895,2023-09-15 07:25:41,2023-09-15 11:25:41,0
843,194,2023-07-23 02:31:18,2023-07-23 03:31:18,0
844,434,2023-11-14 11:22:16,2023-11-14 16:22:16,0
845,34,2023-11-25 08:52:22,2023-11-25 10:52:22,0
846,153,2023-07-09 23:37:17,2023-07-10 01:37:17,0
847,34,2023-11-23 04:50:13,2023-11-23 06:50:13,0
848,737,2023-07-24 21:09:50,2023-07-24 23:09:50,0
849,245,2023-06-28 07:27:04,2023-06-28 08:27:04,0
850,593,2023-08-21 13:59:46,2023-08-21 14:59:46,0
851,403,2023-08-16 02:02:51,2023-08-16 03:02:51,0
852,454,2023-08-01 15:11:30,2023-08-01 19:11:30,0
853,351,2023-08-04 21:02:36,2023-08-04 22:02:36,0
854,293,2023-08-23 10:20:04,2023-08-23 11:20:04,0
855,237,2023-08-24 04:03:58,2023-08-24 07:03:58,0
856,166,2023-12-15 19:44:54,2023-12-15 20:44:54,0
857,913,2023-10-11 18:27:28,2023-10-11 22:27:28,0
858,180,2023-12-30 02:13:09,2023-12-30 05:13:09,0
859,91,2023-08-28 17:28:03,2023-08-28 18:28:03,0
860,264,2023-09-24 17:18:35,2023-09-24 18:18:35,0
861,620,2023-10-29 04:13:20,2023-10-29 08:13:20,0
862,495,2023-10-23 17:15:17,2023-10-23 19:15:17,0
863,687,2023-12-16 13:48:54,2023-12-16 17:48:54,0
864,345,2023-07-23 17:49:45,2023-07-23 20:49:45,0
865,800,2023-08-06 18:23:54,2023-08-06 22:23:54,0
866,717,2023-10-01 15:01:14,2023-10-01 18:01:14,0
867,6,2023-06-21 08:51:03,2023-06-21 12:51:03,0
868,455,2023-10-09 07:16:18,2023-10-09 08:16:18,0
869,294,2023-10-11 10:10:27,2023-10-11 12:10:27,0
870,993,2023-09-09 23:16:33,2023-09-10 03:16:33,0
